Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
Thomas Vanek,2018-19,DET,R,L,64,16,20,36,-12,26,0.56,12,25,4,11,0,0,0,1,108,14.8,14:07,28.0
Lars Eller,2018-19,WSH,L,C,81,13,23,36,-1,37,0.44,12,30,0,3,1,3,1,1,163,8.0,16:32,49.0
Jaden Schwartz,2018-19,STL,L,C,69,11,25,36,-6,16,0.52,9,31,2,5,0,0,0,1,183,6.0,18:08,48.7
Jared McCann,2018-19,"FLA,PIT",L,L,78,19,16,35,-1,31,0.45,14,28,1,3,4,4,0,2,150,12.7,14:32,46.2
Ryan Strome,2018-19,"EDM,NYR",R,C,81,19,16,35,-3,64,0.43,15,28,4,7,0,0,2,2,110,17.3,15:34,47.6
Bryan Rust,2018-19,PIT,R,R,72,18,17,35,+10,24,0.49,16,31,0,0,2,4,0,4,141,12.8,15:54,33.3
Jimmy Vesey,2018-19,NYR,L,L,81,17,18,35,-6,21,0.43,16,31,1,4,0,0,0,4,154,11.0,16:03,25.0
Nick Bonino,2018-19,NSH,L,C,81,17,18,35,+27,18,0.43,14,31,3,3,0,1,0,1,118,14.4,16:18,51.8
Nick Foligno,2018-19,CBJ,L,L,73,17,18,35,+12,44,0.48,15,31,2,4,0,0,0,2,141,12.1,17:42,56.6
Derek Stepan,2018-19,ARI,R,C,72,15,20,35,-2,14,0.49,11,29,1,3,3,3,1,3,195,7.7,19:13,47.3
Vince Dunn,2018-19,STL,L,D,78,12,23,35,+14,45,0.45,9,27,3,8,0,0,1,4,150,8.0,17:32,0.0
Justin Faulk,2018-19,CAR,R,D,82,11,24,35,+9,47,0.43,5,25,6,10,0,0,0,3,217,5.1,22:25,--
Frans Nielsen,2018-19,DET,L,C,72,10,25,35,-7,14,0.49,10,26,0,8,0,1,0,4,120,8.3,16:41,48.8
Travis Sanheim,2018-19,PHI,L,D,82,9,26,35,-4,22,0.43,7,30,2,5,0,0,1,2,121,7.4,19:34,--
Brandon Montour,2018-19,"ANA,BUF",R,D,82,8,27,35,-20,56,0.43,7,29,1,6,0,0,0,2,181,4.4,22:27,--
Mikkel Boedker,2018-19,OTT,L,L,71,7,28,35,-23,6,0.49,5,28,2,7,0,0,0,1,88,8.0,14:01,38.9
Michael Frolik,2018-19,CGY,L,R,65,16,18,34,+24,26,0.52,14,32,0,0,2,2,0,4,132,12.1,13:22,34.2
Ilya Kovalchuk,2018-19,LAK,R,L,64,16,18,34,-26,10,0.53,12,25,4,9,0,0,1,1,141,11.4,16:14,44.4
Conor Sheary,2018-19,BUF,L,L,78,14,20,34,-18,12,0.44,10,28,4,6,0,0,1,3,147,9.5,14:37,55.9
Tyler Toffoli,2018-19,LAK,R,R,82,13,21,34,-16,23,0.41,10,29,3,5,0,0,2,3,226,5.8,17:13,47.1
Charlie Coyle,2018-19,"MIN,BOS",R,C,81,12,22,34,-1,20,0.42,10,29,1,4,1,1,0,2,155,7.7,16:47,45.9
Jesperi Kotkaniemi,2018-19,MTL,L,C,79,11,23,34,+1,26,0.43,10,29,1,5,0,0,0,2,134,8.2,13:44,45.7
Danton Heinen,2018-19,BOS,L,L,77,11,23,34,+13,16,0.44,10,27,1,7,0,0,0,2,114,9.7,13:58,16.7
Vincent Trocheck,2018-19,FLA,R,C,55,10,24,34,-9,54,0.62,6,20,3,13,1,1,0,1,158,6.3,19:40,51.8
Alexander Edler,2018-19,VAN,L,D,56,10,24,34,+3,54,0.61,6,16,4,17,0,1,2,2,128,7.8,24:34,--
TJ Brodie,2018-19,CGY,L,D,79,9,25,34,+29,24,0.43,7,29,1,4,1,1,1,1,102,8.8,21:28,0.0
Ondrej Palat,2018-19,TBL,L,L,64,8,26,34,+4,20,0.53,6,26,2,8,0,0,0,1,100,8.0,14:53,11.8
Casey Cizikas,2018-19,NYI,L,C,73,20,13,33,+22,36,0.45,18,30,0,0,2,3,0,3,111,18.0,14:01,49.1
Anthony Duclair,2018-19,"CBJ,OTT",L,L,74,19,14,33,-2,14,0.45,12,25,7,8,0,0,0,3,132,14.4,12:42,13.3
Oskar Lindblom,2018-19,PHI,L,L,81,17,16,33,-9,20,0.41,15,30,2,3,0,0,0,2,162,10.5,13:45,30.0
Alex Iafallo,2018-19,LAK,L,L,82,15,18,33,-17,22,0.40,13,27,2,6,0,0,0,2,148,10.1,16:50,29.2
Richard Panik,2018-19,ARI,L,R,75,14,19,33,-3,44,0.44,13,30,0,2,1,1,1,2,140,10.0,16:37,27.8
Shea Weber,2018-19,MTL,R,D,58,14,19,33,+15,28,0.57,9,27,5,6,0,0,0,3,166,8.4,23:29,--
Jeff Carter,2018-19,LAK,R,C,76,13,20,33,-20,42,0.43,7,18,5,13,1,2,0,1,174,7.5,18:09,51.3
Miro Heiskanen,2018-19,DAL,L,D,82,12,21,33,-14,16,0.40,10,24,2,8,0,1,0,4,182,6.6,23:07,--
Robert Thomas,2018-19,STL,R,C,70,9,24,33,-2,14,0.47,6,26,3,7,0,0,0,0,80,11.3,13:04,44.1
Jesper Bratt,2018-19,NJD,L,L,51,8,25,33,-8,6,0.65,7,25,1,8,0,0,0,1,91,8.8,15:10,57.1
Noah Hanifin,2018-19,CGY,L,D,80,5,28,33,+18,12,0.41,3,26,1,5,1,2,0,2,116,4.3,20:46,--
J.T. Compher,2018-19,COL,R,L,66,16,16,32,-8,31,0.48,9,20,4,9,3,3,0,3,118,13.6,17:29,49.2
Mark Jankowski,2018-19,CGY,L,C,79,14,18,32,+6,12,0.41,9,24,0,0,5,8,0,1,99,14.1,12:42,52.0
Scott Laughton,2018-19,PHI,L,C,82,12,20,32,-11,53,0.39,12,30,0,0,0,2,0,1,130,9.2,14:51,54.2
Esa Lindell,2018-19,DAL,L,D,82,11,21,32,+14,33,0.39,5,23,4,7,2,2,0,1,132,8.3,24:20,--
Mikhail Sergachev,2018-19,TBL,L,D,75,6,26,32,+12,28,0.43,6,26,0,6,0,0,0,0,128,4.7,17:55,50.0
Valtteri Filppula,2018-19,NYI,L,C,72,17,14,31,+19,16,0.43,16,30,0,0,1,1,1,4,78,21.8,14:16,49.1
Jason Pominville,2018-19,BUF,R,R,73,16,15,31,-4,4,0.42,15,29,1,2,0,0,0,3,134,11.9,12:28,51.4
Paul Byron,2018-19,MTL,L,L,56,15,16,31,+16,17,0.55,13,27,0,1,2,3,1,3,94,16.0,14:34,34.3
Oskar Sundqvist,2018-19,STL,R,C,74,14,17,31,-1,22,0.42,13,28,0,1,1,2,0,2,113,12.4,13:49,42.0
Nolan Patrick,2018-19,PHI,R,C,72,13,18,31,-8,27,0.43,12,29,1,2,0,0,1,3,115,11.3,15:05,51.2
Artturi Lehkonen,2018-19,MTL,L,L,82,11,20,31,+10,32,0.38,11,31,0,0,0,0,0,4,176,6.3,15:33,26.3
Vladislav Namestnikov,2018-19,NYR,L,C,78,11,20,31,-7,44,0.40,8,23,1,3,2,5,0,3,119,9.2,15:48,40.7
Nick Ritchie,2018-19,ANA,L,L,60,9,22,31,+6,82,0.52,7,22,2,9,0,0,0,2,96,9.4,15:00,33.3
Antoine Roussel,2018-19,VAN,L,L,65,9,22,31,+5,118,0.48,9,31,0,0,0,0,0,1,84,10.7,13:46,50.0
Tyler Myers,2018-19,WPG,R,D,80,9,22,31,+11,63,0.39,8,22,0,7,1,2,0,3,156,5.8,20:21,--
P.K. Subban,2018-19,NSH,R,D,63,9,22,31,+5,60,0.49,6,20,2,10,1,1,0,1,168,5.4,22:40,--
Jaccob Slavin,2018-19,CAR,L,D,82,8,23,31,0,18,0.38,2,22,5,7,1,2,0,1,146,5.5,23:02,0.0
Josh Morrissey,2018-19,WPG,L,D,59,6,25,31,+9,14,0.53,2,19,3,10,1,2,1,2,95,6.3,22:24,--
Dustin Byfuglien,2018-19,WPG,R,D,42,4,27,31,+4,69,0.74,3,15,1,16,0,0,0,1,115,3.5,24:22,--
Marcus Sorensen,2018-19,SJS,L,L,80,17,13,30,+10,23,0.38,16,28,0,0,1,2,0,1,100,17.0,12:58,38.7
Wayne Simmonds,2018-19,"PHI,NSH",R,R,79,17,13,30,-16,99,0.38,12,22,5,8,0,0,0,2,157,10.8,15:40,23.5
Colton Sissons,2018-19,NSH,R,C,75,15,15,30,+20,23,0.40,14,27,1,2,0,1,1,3,111,13.5,16:03,53.1
Radek Faksa,2018-19,DAL,L,C,81,15,15,30,-3,54,0.37,13,25,1,3,1,2,0,1,114,13.2,16:26,50.4
Mathieu Perreault,2018-19,WPG,L,C,82,15,15,30,-1,44,0.37,11,23,4,7,0,0,0,3,95,15.8,12:14,49.1
Marcus Johansson,2018-19,"NJD,BOS",L,L,58,13,17,30,-16,8,0.52,11,21,2,9,0,0,0,1,115,11.3,15:55,32.0
Nate Schmidt,2018-19,VGK,L,D,61,9,21,30,+22,8,0.49,8,22,1,8,0,0,0,1,112,8.0,21:57,--
Tony DeAngelo,2018-19,NYR,R,D,61,4,26,30,+6,77,0.49,4,20,0,10,0,0,0,0,111,3.6,19:20,--
Will Butcher,2018-19,NJD,L,D,78,4,26,30,-17,18,0.38,3,16,1,14,0,0,0,1,108,3.7,19:16,--
Jake Gardiner,2018-19,TOR,L,D,62,3,27,30,+19,26,0.48,3,25,0,5,0,0,0,0,78,3.9,21:13,0.0
Brandon Tanev,2018-19,WPG,L,L,80,14,15,29,+9,41,0.36,12,26,0,0,2,3,0,0,127,11.0,14:07,37.5
Kyle Okposo,2018-19,BUF,R,R,78,14,15,29,-9,41,0.37,7,18,7,11,0,0,0,2,147,9.5,13:47,47.0
Loui Eriksson,2018-19,VAN,L,L,81,11,18,29,-11,22,0.36,10,26,1,3,0,0,0,2,107,10.3,14:04,33.3
Devin Shore,2018-19,"DAL,ANA",L,C,76,10,19,29,-12,13,0.38,6,22,2,5,2,2,0,4,82,12.2,14:16,41.2
Evan Rodrigues,2018-19,BUF,R,C,74,9,20,29,-7,25,0.39,7,22,2,4,0,3,0,1,168,5.4,15:49,46.4
Connor Brown,2018-19,TOR,R,R,82,8,21,29,+11,16,0.35,8,25,0,1,0,3,0,0,85,9.4,13:48,39.2
Mikko Koivu,2018-19,MIN,L,C,48,8,21,29,-2,22,0.60,6,16,2,12,0,1,0,0,89,9.0,18:18,54.6
Brett Pesce,2018-19,CAR,R,D,73,7,22,29,+35,24,0.40,7,27,0,0,0,2,0,2,98,7.1,20:29,100.0
Colin Miller,2018-19,VGK,R,D,65,3,26,29,0,44,0.45,2,16,1,13,0,0,0,0,131,2.3,19:39,--
Dmitry Orlov,2018-19,WSH,L,D,82,3,26,29,+3,33,0.35,3,28,0,1,0,0,0,0,101,3.0,21:38,--
Ryan Murray,2018-19,CBJ,L,D,56,1,28,29,+20,10,0.52,1,28,0,1,0,0,0,0,71,1.4,21:26,--
Anthony Beauvillier,2018-19,NYI,L,L,81,18,10,28,+1,8,0.35,17,26,1,2,0,0,0,4,156,11.5,14:39,45.6
Adrian Kempe,2018-19,LAK,L,R,81,12,16,28,-10,50,0.35,12,24,0,4,0,0,0,2,118,10.2,14:30,42.6
Jordan Staal,2018-19,CAR,L,C,50,11,17,28,+6,26,0.56,11,26,0,2,0,0,0,1,121,9.1,18:17,55.8
Lucas Wallmark,2018-19,CAR,L,C,81,10,18,28,-8,36,0.35,8,21,2,7,0,0,0,4,131,7.6,14:48,50.9
Colton Parayko,2018-19,STL,R,D,80,10,18,28,+20,15,0.35,6,19,4,8,0,1,1,3,176,5.7,22:47,--
Pat Maroon,2018-19,STL,L,L,74,10,18,28,-3,64,0.38,8,17,2,11,0,0,0,3,118,8.5,14:10,40.0
Zack Smith,2018-19,OTT,L,C,70,9,19,28,-6,81,0.40,8,25,0,0,1,3,0,1,101,8.9,16:21,49.2
Dominik Simon,2018-19,PIT,L,C,71,8,20,28,+8,18,0.39,7,25,1,3,0,0,0,0,121,6.6,13:19,31.6
Charlie McAvoy,2018-19,BOS,R,D,54,7,21,28,+14,45,0.52,6,25,1,2,0,1,1,3,79,8.9,22:10,--
Hampus Lindholm,2018-19,ANA,L,D,76,6,22,28,-5,44,0.37,5,21,1,6,0,1,0,0,125,4.8,24:00,--
Oscar Klefbom,2018-19,EDM,L,D,61,5,23,28,-11,16,0.46,4,17,1,11,0,0,1,2,167,3.0,23:59,--
Brent Seabrook,2018-19,CHI,R,D,78,5,23,28,-6,41,0.36,3,17,2,10,0,1,0,1,165,3.0,19:06,--
Kevin Shattenkirk,2018-19,NYR,R,D,73,2,26,28,-15,20,0.38,1,21,1,7,0,0,0,0,148,1.4,18:56,--
Brad Richardson,2018-19,ARI,L,R,66,19,8,27,+6,22,0.41,16,21,0,0,3,6,0,3,128,14.8,15:58,54.9
Tanner Pearson,2018-19,"LAK,PIT,VAN",L,L,80,18,9,27,-15,25,0.34,15,22,3,5,0,0,0,1,147,12.2,14:03,29.4
Sam Bennett,2018-19,CGY,L,C,71,13,14,27,-6,93,0.38,9,21,4,6,0,0,0,2,115,11.3,13:17,55.6
Colin Wilson,2018-19,COL,L,C,65,12,15,27,-6,8,0.42,7,20,5,7,0,0,0,2,104,11.5,13:34,38.5
Alexander Steen,2018-19,STL,L,L,65,10,17,27,+2,14,0.42,7,20,2,5,1,2,0,0,114,8.8,15:50,37.9
Mike Matheson,2018-19,FLA,L,D,75,8,19,27,-24,44,0.36,8,19,0,6,0,2,1,2,129,6.2,22:19,0.0
Jason Spezza,2018-19,DAL,R,C,76,8,19,27,-13,29,0.36,6,15,2,12,0,0,0,1,121,6.6,13:16,58.2
William Nylander,2018-19,TOR,R,R,54,7,20,27,-4,16,0.50,6,21,1,6,0,0,0,0,130,5.4,15:31,55.2
Nick Cousins,2018-19,ARI,L,C,81,7,20,27,-8,35,0.33,6,24,1,3,0,0,0,2,144,4.9,13:33,46.7
Nikolay Goldobin,2018-19,VAN,L,R,63,7,20,27,-10,18,0.43,6,17,1,9,0,1,0,1,105,6.7,14:59,--
Samuel Girard,2018-19,COL,L,D,82,4,23,27,+8,6,0.33,4,18,0,9,0,0,0,0,116,3.5,19:54,100.0
Alex Goligoski,2018-19,ARI,L,D,76,3,24,27,-7,16,0.36,2,18,1,7,0,2,0,0,102,2.9,20:49,100.0
Niklas Kronwall,2018-19,DET,L,D,79,3,24,27,-5,40,0.34,2,19,1,8,0,0,0,0,71,4.2,19:57,--
Zack Kassian,2018-19,EDM,R,R,79,15,11,26,-6,102,0.33,14,25,0,0,1,1,0,3,111,13.5,14:48,0.0
Ivan Barbashev,2018-19,STL,L,C,80,14,12,26,-4,17,0.33,12,24,0,0,2,2,0,1,60,23.3,11:31,45.6
Nick Bjugstad,2018-19,"FLA,PIT",R,C,64,14,12,26,+6,30,0.41,12,20,2,6,0,0,0,2,154,9.1,15:07,49.4
Mathieu Joseph,2018-19,TBL,L,R,70,13,13,26,+5,26,0.37,13,24,0,0,0,2,0,1,95,13.7,11:22,29.4
Ryan Hartman,2018-19,"NSH,PHI",R,R,83,12,14,26,+1,74,0.31,12,26,0,0,0,0,0,2,145,8.3,13:07,25.0
Tyson Jost,2018-19,COL,L,C,70,11,15,26,-2,14,0.37,7,21,4,5,0,0,0,3,114,9.7,13:00,37.7
Matt Calvert,2018-19,COL,L,L,82,11,15,26,-10,58,0.32,10,22,1,2,0,2,0,0,141,7.8,14:12,43.6
Brock McGinn,2018-19,CAR,L,L,82,10,16,26,+10,20,0.32,9,25,0,0,1,1,0,0,123,8.1,14:19,42.6
Calle Jarnkrok,2018-19,NSH,R,C,79,10,16,26,+13,12,0.33,8,23,1,2,1,1,0,1,106,9.4,15:26,50.2
Ivan Provorov,2018-19,PHI,L,D,82,7,19,26,-16,32,0.32,7,24,0,2,0,0,0,1,145,4.8,25:07,0.0
Cody Ceci,2018-19,OTT,R,D,74,7,19,26,-22,18,0.35,7,25,0,1,0,0,0,2,132,5.3,22:34,--
Neal Pionk,2018-19,NYR,R,D,73,6,20,26,-16,35,0.36,4,12,2,13,0,1,0,1,132,4.6,21:10,0.0
Leo Komarov,2018-19,NYI,L,R,82,6,20,26,+18,42,0.32,6,26,0,0,0,0,0,1,78,7.7,13:53,45.7
Mike Green,2018-19,DET,R,D,43,5,21,26,-1,28,0.60,5,23,0,3,0,0,0,0,92,5.4,21:41,--
Nick Leddy,2018-19,NYI,L,D,82,4,22,26,0,18,0.32,4,16,0,10,0,0,0,0,116,3.5,21:33,--
Jake Virtanen,2018-19,VAN,R,R,70,15,10,25,-4,44,0.36,13,23,2,2,0,0,0,1,154,9.7,14:49,33.3
Jordan Martinook,2018-19,CAR,L,L,82,15,10,25,+1,38,0.30,14,24,0,0,1,1,0,5,146,10.3,14:29,44.0
Pavel Zacha,2018-19,NJD,L,C,61,13,12,25,-6,15,0.41,7,16,4,6,2,3,0,2,99,13.1,16:05,48.9
Casey Mittelstadt,2018-19,BUF,L,C,77,12,13,25,-19,10,0.32,9,15,3,10,0,0,0,1,118,10.2,13:27,39.7
Andre Burakovsky,2018-19,WSH,L,L,76,12,13,25,+2,14,0.33,11,24,1,1,0,0,0,4,100,12.0,11:08,35.0
Pontus Aberg,2018-19,"ANA,MIN",R,L,59,12,13,25,-14,20,0.42,9,18,3,7,0,0,0,1,101,11.9,14:36,10.5
Lawson Crouse,2018-19,ARI,L,L,81,11,14,25,+5,67,0.31,9,23,0,0,2,2,0,1,131,8.4,12:57,41.4
Andrew Copp,2018-19,WPG,L,C,69,11,14,25,+20,6,0.36,10,24,0,0,1,1,0,2,82,13.4,12:10,55.3
Ryan Donato,2018-19,"BOS,MIN",L,C,56,10,15,25,-15,6,0.45,7,17,3,8,0,0,1,1,139,7.2,13:42,39.3
Brady Skjei,2018-19,NYR,L,D,78,8,17,25,-4,44,0.32,8,24,0,0,0,1,1,1,126,6.4,21:14,100.0
Matt Niskanen,2018-19,WSH,R,D,80,8,17,25,-3,41,0.31,7,22,1,2,0,1,1,1,143,5.6,21:56,--
Nick Schmaltz,2018-19,"CHI,ARI",R,C,40,7,18,25,-12,8,0.63,2,17,5,8,0,0,1,2,62,11.3,17:50,37.0
Erik Johnson,2018-19,COL,R,D,80,7,18,25,+8,38,0.31,7,25,0,0,0,0,1,1,144,4.9,21:49,--
Michal Kempny,2018-19,WSH,L,D,71,6,19,25,+24,60,0.35,6,25,0,0,0,0,0,3,111,5.4,19:11,--
Mattias Janmark,2018-19,DAL,L,C,81,6,19,25,-4,24,0.31,6,23,0,1,0,1,0,0,105,5.7,15:13,38.5
Andy Greene,2018-19,NJD,L,D,82,5,20,25,-9,16,0.30,5,19,0,2,0,4,0,0,104,4.8,20:50,--
Marc-Edouard Vlasic,2018-19,SJS,L,D,72,3,22,25,-6,10,0.35,3,24,0,1,0,0,0,0,100,3.0,21:03,--
Marcus Pettersson,2018-19,"ANA,PIT",L,D,84,2,23,25,+17,66,0.30,1,19,1,5,0,1,0,0,87,2.3,16:41,100.0
Alex Wennberg,2018-19,CBJ,L,C,75,2,23,25,-1,12,0.33,0,16,1,6,1,3,0,0,64,3.1,15:05,48.4
Brian Boyle,2018-19,"NJD,NSH",L,C,73,18,6,24,-14,38,0.33,10,13,7,9,1,2,0,4,123,14.6,13:26,51.1
Josh Leivo,2018-19,"TOR,VAN",R,L,76,14,10,24,+5,32,0.32,11,17,3,7,0,0,0,2,151,9.3,14:02,36.6
Jordan Greenway,2018-19,MIN,L,L,81,12,12,24,-12,29,0.30,12,24,0,0,0,0,0,0,109,11.0,13:38,38.3
Miles Wood,2018-19,NJD,L,L,63,10,14,24,-10,91,0.38,9,21,1,3,0,0,0,1,159,6.3,13:42,0.0
Jack Roslovic,2018-19,WPG,R,C,77,9,15,24,-2,4,0.31,4,17,5,7,0,0,0,0,74,12.2,9:45,43.5
David Savard,2018-19,CBJ,R,D,82,8,16,24,+19,36,0.29,8,24,0,0,0,0,0,1,124,6.5,19:45,--
Kenny Agostino,2018-19,"MTL,NJD",L,L,63,6,18,24,-3,34,0.38,6,19,0,5,0,0,0,0,79,7.6,12:55,35.7
Daniel Sprong,2018-19,"PIT,ANA",R,R,63,14,9,23,-16,10,0.37,12,18,2,5,0,0,1,3,125,11.2,11:57,28.6
Derick Brassard,2018-19,"PIT,FLA,COL",L,C,70,14,9,23,-19,39,0.33,12,18,2,5,0,0,0,0,110,12.7,15:00,48.1
Joel Armia,2018-19,MTL,R,R,57,13,10,23,0,14,0.40,10,16,2,6,1,1,0,2,134,9.7,15:48,17.2
Drake Caggiula,2018-19,"EDM,CHI",L,L,55,12,11,23,-5,28,0.42,11,22,0,0,1,1,0,2,96,12.5,14:26,37.2
Adam Lowry,2018-19,WPG,L,C,78,12,11,23,+6,33,0.29,11,20,0,0,1,3,0,3,105,11.4,14:38,57.6
Filip Chytil,2018-19,NYR,L,C,75,11,12,23,-22,8,0.31,8,16,3,7,0,0,0,2,133,8.3,13:47,38.9
Luke Glendening,2018-19,DET,R,C,78,10,13,23,+2,15,0.29,9,20,0,0,1,3,0,1,102,9.8,15:47,55.7
Cal Clutterbuck,2018-19,NYI,R,R,73,8,15,23,+6,44,0.32,5,19,3,3,0,1,0,2,95,8.4,13:58,44.1
Brendan Leipsic,2018-19,"VAN,LAK",L,L,62,7,16,23,-14,24,0.37,6,19,1,4,0,0,0,1,92,7.6,13:47,53.9
Kyle Turris,2018-19,NSH,R,C,55,7,16,23,-6,33,0.42,3,17,4,6,0,0,1,1,78,9.0,15:42,50.8
Brett Howden,2018-19,NYR,L,C,66,6,17,23,-16,14,0.35,6,21,0,2,0,0,0,1,74,8.1,14:56,48.4
Filip Hronek,2018-19,DET,R,D,46,5,18,23,-10,30,0.50,4,17,1,5,0,1,0,0,73,6.9,19:58,--
Cam Fowler,2018-19,ANA,L,D,59,5,18,23,-14,20,0.39,4,16,1,6,0,1,1,2,88,5.7,23:22,--
Ron Hainsey,2018-19,TOR,L,D,81,5,18,23,+30,21,0.28,4,22,0,0,1,1,0,0,81,6.2,20:15,100.0
Matt Nieto,2018-19,COL,L,L,64,4,19,23,+2,8,0.36,3,20,0,0,1,3,0,1,86,4.7,13:46,52.9
Braydon Coburn,2018-19,TBL,L,D,74,4,19,23,+4,34,0.31,4,23,0,0,0,0,0,0,113,3.5,16:07,--
Brian Dumoulin,2018-19,PIT,L,D,76,3,20,23,+31,20,0.30,3,19,0,0,0,4,0,0,99,3.0,21:02,--
Troy Stecher,2018-19,VAN,R,D,78,2,21,23,+9,32,0.29,1,20,0,2,1,1,0,0,105,1.9,19:55,--
Matt Dumba,2018-19,MIN,R,D,32,12,10,22,-5,21,0.69,6,10,6,12,0,0,0,1,93,12.9,23:23,--
Markus Granlund,2018-19,VAN,L,C,77,12,10,22,-4,20,0.29,10,18,2,3,0,1,0,1,123,9.8,15:03,42.8
Josh Archibald,2018-19,ARI,R,R,68,12,10,22,+1,15,0.32,12,21,0,0,0,1,0,1,92,13.0,13:34,32.4
Roope Hintz,2018-19,DAL,L,C,58,9,13,22,-11,24,0.38,6,16,3,6,0,0,1,3,99,9.1,14:03,54.3
Nic Dowd,2018-19,WSH,R,C,64,8,14,22,+10,20,0.34,8,21,0,0,0,1,0,3,47,17.0,10:18,51.9
Jason Dickinson,2018-19,DAL,L,C,67,6,16,22,+9,23,0.33,6,22,0,0,0,0,2,2,94,6.4,13:22,42.9
Jordie Benn,2018-19,MTL,L,D,81,5,17,22,+15,39,0.27,5,22,0,0,0,0,0,1,93,5.4,18:12,--
Dylan DeMelo,2018-19,OTT,R,D,77,4,18,22,-1,32,0.29,4,18,0,3,0,1,0,0,109,3.7,19:17,--
Brenden Dillon,2018-19,SJS,L,D,82,1,21,22,+19,61,0.27,0,21,0,0,1,1,0,0,71,1.4,17:45,--
Brendan Perlini,2018-19,"ARI,CHI",L,L,68,14,7,21,-17,28,0.31,12,17,2,4,0,0,0,0,117,12.0,11:36,14.3
Austin Wagner,2018-19,LAK,L,L,62,12,9,21,+2,16,0.34,12,21,0,0,0,0,0,0,67,17.9,8:56,33.3
Troy Brouwer,2018-19,FLA,R,R,75,12,9,21,-6,47,0.28,11,20,0,0,1,1,0,1,86,14.0,12:41,37.3
Kyle Clifford,2018-19,LAK,L,L,72,11,10,21,+4,96,0.29,10,20,1,1,0,0,0,2,115,9.6,10:29,37.5
Sean Kuraly,2018-19,BOS,L,C,71,8,13,21,+6,38,0.30,8,21,0,0,0,0,1,3,134,6.0,13:46,53.9
Jordan Weal,2018-19,"PHI,ARI,MTL",R,C,63,8,13,21,-8,18,0.33,6,15,2,6,0,0,0,1,75,10.7,13:28,55.6
Markus Nutivaara,2018-19,CBJ,L,D,80,5,16,21,+3,6,0.26,5,21,0,0,0,0,0,1,99,5.1,17:41,--
Adam Pelech,2018-19,NYI,L,D,78,5,16,21,+22,24,0.27,5,21,0,0,0,0,0,0,110,4.6,18:38,--
Ondrej Kase,2018-19,ANA,R,R,30,11,9,20,0,2,0.67,10,16,1,4,0,0,0,2,94,11.7,15:39,33.3
Oscar Lindberg,2018-19,"VGK,OTT",L,L,55,9,11,20,+4,28,0.36,9,19,0,1,0,0,0,0,91,9.9,12:28,45.3
Ryan Reaves,2018-19,VGK,R,R,80,9,11,20,+1,74,0.25,6,17,3,3,0,0,0,2,95,9.5,10:52,42.6
Zachary Sanford,2018-19,STL,L,L,60,8,12,20,+8,21,0.33,8,19,0,1,0,0,0,2,77,10.4,12:35,61.5
Jesper Fast,2018-19,NYR,R,R,66,8,12,20,-3,26,0.30,8,20,0,0,0,0,0,1,80,10.0,15:43,35.0
Adam Erne,2018-19,TBL,L,L,65,7,13,20,+10,40,0.31,5,18,2,2,0,0,0,3,70,10.0,10:33,47.8
Carter Rowney,2018-19,ANA,R,C,62,7,13,20,0,12,0.32,6,19,0,0,1,1,0,0,53,13.2,12:33,49.3
David Backes,2018-19,BOS,R,R,70,7,13,20,0,31,0.29,5,13,2,7,0,0,0,1,129,5.4,13:02,57.0
Matt Cullen,2018-19,PIT,L,C,71,7,13,20,+6,14,0.28,5,16,0,0,2,4,0,2,87,8.1,11:31,50.0
Jordan Oesterle,2018-19,ARI,L,D,71,6,14,20,-3,12,0.28,3,13,3,7,0,0,0,0,77,7.8,18:54,--
Milan Lucic,2018-19,EDM,L,L,79,6,14,20,-9,91,0.25,4,16,2,4,0,0,0,0,74,8.1,13:14,55.6
Jakob Chychrun,2018-19,ARI,L,D,53,5,15,20,-12,28,0.38,2,12,3,8,0,0,0,0,117,4.3,20:15,--
Robert Hagg,2018-19,PHI,L,D,82,5,15,20,-3,63,0.24,5,20,0,0,0,0,0,1,86,5.8,16:57,--
Danny DeKeyser,2018-19,DET,L,D,52,5,15,20,+2,39,0.38,5,20,0,0,0,0,1,3,59,8.5,21:58,--
Ben Hutton,2018-19,VAN,L,D,69,5,15,20,-23,43,0.29,4,11,1,8,0,1,0,1,114,4.4,22:21,--
Travis Boyd,2018-19,WSH,R,C,53,5,15,20,+6,6,0.38,5,18,0,2,0,0,0,1,35,14.3,9:50,36.2
Ben Chiarot,2018-19,WPG,L,D,78,5,15,20,+6,62,0.26,5,19,0,0,0,1,0,1,111,4.5,18:37,--
Radko Gudas,2018-19,PHI,R,D,77,4,16,20,+6,63,0.26,4,20,0,0,0,0,0,0,136,2.9,17:53,--
Adam Larsson,2018-19,EDM,R,D,82,3,17,20,-28,44,0.24,3,19,0,0,0,1,0,0,117,2.6,21:37,--
Nick Jensen,2018-19,"DET,WSH",R,D,80,2,18,20,+4,21,0.25,2,19,0,0,0,1,0,0,94,2.1,19:51,--
Chris Wagner,2018-19,BOS,R,R,76,12,7,19,+3,51,0.25,12,19,0,0,0,0,0,1,135,8.9,13:27,45.0
Garnet Hathaway,2018-19,CGY,R,R,76,11,8,19,+14,56,0.25,9,17,0,0,2,2,0,5,77,14.3,10:32,46.7
